	sample.name	sample	treatment1	treatment2	GAPDH	ACTIN	TARGET	ISmean.Ct	dCT	ddCT	RQ	adjRQ	gene
450	WT_rep2	WT	WT	Control	17.29480362	15.58613586	26.99763489	16.44046974	-10.55716515	0.0722446499999982	0.951156966923382	1.01461524024707	ZEB1AS1_2
451	WT_rep3	WT	WT	Control	17.44113541	15.83620167	27.36004829	16.63866854	-10.72137975	0.236459249999999	0.848825998486495	0.905457063693789	ZEB1AS1_2
452	WT_rep4	WT	WT	Control	17.30810928	15.88215351	27.15429497	16.595131395	-10.559163575	0.0742430749999983	0.949840333880455	1.01321076548883	ZEB1AS1_2
453	WT.TGFb_rep1	WT.TGFb	WT	TGFb	17.78612709	17.20280266	28.37796593	17.494464875	-10.883501055	0.398580554999999	0.758604295055969	0.809216045139553	ZEB1AS1_2
454	WT.TGFb_rep2	WT.TGFb	WT	TGFb	18.1353302	17.09827805	28.70502472	17.616804125	-11.088220595	0.603300094999998	0.658246524926353	0.70216271262801	ZEB1AS1_2
455	WT.TGFb_rep3	WT.TGFb	WT	TGFb	18.05560875	16.81612968	28.7039814	17.435869215	-11.268112185	0.783191684999998	0.581079842923471	0.6198477064596	ZEB1AS1_2
456	WT.TGFb_rep4	WT.TGFb	WT	TGFb	18.13589668	17.15701675	28.68688393	17.646456715	-11.040427215	0.555506715	0.680418034360794	0.725813437118027	ZEB1AS1_2
457	dZEB1_rep1	dZEB1	dZEB1	Control	18.24984169	16.22150803	28.92739868	17.23567486	-11.69172382	1.20680332	0.433227485292213	0.462131093349601	ZEB1AS1_2
458	dZEB1_rep2	dZEB1	dZEB1	Control	17.89336586	15.94566727	28.64645576	16.919516565	-11.726939195	1.242018695	0.422780665097982	0.450987293377791	ZEB1AS1_2
459	dZEB1_rep3	dZEB1	dZEB1	Control	18.04476357	15.52498913	28.21721077	16.78487635	-11.43233442	0.947413919999999	0.518561167859446	0.553157977291982	ZEB1AS1_2
460	dZEB1_rep4	dZEB1	dZEB1	Control	17.86933136	15.78357887	28.69670868	16.826455115	-11.870253565	1.385333065	0.382801114432763	0.408340429806609	ZEB1AS1_2
461	dZEB1.TGFb_rep1	dZEB1.TGFb	dZEB1	TGFb	18.07838631	16.54947662	29.44435883	17.313931465	-12.130427365	1.645506865	0.319634077895703	0.340959082478575	ZEB1AS1_2
462	dZEB1.TGFb_rep2	dZEB1.TGFb	dZEB1	TGFb	18.368433	16.87005997	30.27268219	17.619246485	-12.653435705	2.168515205	0.222439483120254	0.237279962671683	ZEB1AS1_2
463	dZEB1.TGFb_rep3	dZEB1.TGFb	dZEB1	TGFb	19.35072327	17.24855232	30.4105587	18.299637795	-12.110920905	1.626000405	0.323985150407717	0.345600445193279	ZEB1AS1_2
464	dZEB1.TGFb_rep4	dZEB1.TGFb	dZEB1	TGFb	18.85687256	17.60622978	30.39219475	18.23155117	-12.16064358	1.67572308	0.313009189858964	0.333892202246652	ZEB1AS1_2
465	WT_rep1	WT	WT	Control	15.3463	16.5889	20.1476	15.9676	-4.18	0	1	1.01465313954168	CLDN1
466	WT_rep2	WT	WT	Control	15.1279	16.364	19.7305	15.74595	-3.98455	-0.195450000000003	1.14508127433657	1.161860310036	CLDN1
467	WT_rep3	WT	WT	Control	15.351	16.3337	20.207	15.84235	-4.36465	0.18465	0.87986250600752	0.892755254085544	CLDN1
468	WT_rep4	WT	WT	Control	15.2391	16.211	20.0296	15.72505	-4.30455	0.124549999999997	0.917290116262968	0.930731296336776	CLDN1
469	WT.TGFb_rep1	WT.TGFb	WT	TGFb	16.2228	16.6536	25.8841	16.4382	-9.4459	5.2659	0.0259899920007503	0.0263708269802245	CLDN1
470	WT.TGFb_rep2	WT.TGFb	WT	TGFb	16.3492	17.1689	26.2599	16.75905	-9.50085	5.32084999999999	0.0250186889428411	0.0253852912830705	CLDN1
471	WT.TGFb_rep3	WT.TGFb	WT	TGFb	16.4527	16.8635	26.2573	16.6581	-9.5992	5.4192	0.0233699749833845	0.0237124184879017	CLDN1
472	WT.TGFb_rep4	WT.TGFb	WT	TGFb	16.4249	17.0843	26.0511	16.7546	-9.2965	5.1165	0.0288257109339255	0.0292480980986285	CLDN1
473	dZEB1_rep1	dZEB1	dZEB1	Control	15.4394	16.9247	18.6223	16.18205	-2.44025	-1.73975	3.33977288902628	3.38871104720671	CLDN1
474	dZEB1_rep2	dZEB1	dZEB1	Control	15.3128	16.7288	18.4827	16.0208	-2.4619	-1.7181	3.29002831433153	3.33823755831752	CLDN1
475	dZEB1_rep3	dZEB1	dZEB1	Control	15.2377	16.6885	18.5174	15.9631	-2.5543	-1.6257	3.08591858466458	3.13113698029995	CLDN1
